EmpID,FullName,Department,Gender,Country,Age,Joining_Date,Salary,Performance,Product,Quantity,Price,Sale_Date
1063,Jessica Bailey,Finance,Male,Germany,36,11-05-2024,146437,Excellent,Laptop,2,1145,08-06-2025
1064,Jonathan Peterson,IT,Male,Germany,52,12-08-2025,40354,Average,Mobile,8,1322,14-06-2025
1065,Adrian Weiss,IT,Female,UK,37,25-08-2018,111367,Good,Tablet,1,576,17-12-2024
1066,James Williams,HR,Male,Germany,40,05-09-2022,100624,Average,Tablet,2,1717,16-03-2024
1067,Emily Greene,HR,Female,Germany,23,11-08-2016,142389,Good,Laptop,15,1892,11-03-2025
1068,John Davis,IT,Male,Germany,34,09-07-2022,57328,Average,Headphones,14,602,01-12-2024
1069,Hannah Vaughan,IT,Male,UK,53,28-04-2020,48415,Poor,Mobile,9,335,07-10-2024
1070,Kelsey Miller,HR,Male,Germany,24,29-04-2016,87454,Average,Tablet,3,1889,21-08-2025
1071,Michael Davenport,Finance,Male,Canada,39,30-06-2019,141431,Excellent,Laptop,9,1869,02-02-2024
1072,Denise Barnes,IT,Male,UK,32,09-11-2020,122531,Good,Tablet,14,889,05-02-2025
1073,Samuel Mcdaniel,HR,Male,UK,33,17-08-2020,45499,Excellent,Mobile,8,1508,08-07-2025
1074,Terry Lutz,Finance,Male,Germany,22,09-01-2021,65318,Average,Camera,11,1082,18-04-2024
1075,Brian Andrade,Finance,Male,UK,40,14-05-2024,34592,Excellent,Tablet,2,1325,29-05-2024
1076,Stephanie Becker,HR,Female,Germany,43,11-08-2016,74827,Good,Mobile,15,362,11-05-2024
1077,Nicole Johnson,Marketing,Female,UK,48,05-10-2023,137206,Average,Mobile,9,1678,27-01-2024
1078,Kelsey Gross DDS,Sales,Female,Germany,50,09-01-2020,106405,Excellent,Mobile,8,614,31-12-2024
1079,Megan Sullivan,Marketing,Male,UK,42,24-06-2024,110121,Excellent,Headphones,10,1601,15-09-2024
1080,Angela Watkins,IT,Male,India,52,01-11-2019,72344,Poor,Laptop,15,542,22-07-2025
1081,Robin Jones,Finance,Male,UK,55,07-03-2025,147620,Good,Mobile,14,757,06-10-2023
1082,Bryce Ramirez,IT,Female,India,58,01-10-2020,101675,Average,Laptop,7,1946,27-10-2024
1083,Brandy Goodwin,Marketing,Female,USA,57,06-06-2020,93502,Excellent,Headphones,11,93,24-12-2023
1084,Tiffany Butler,HR,Male,UK,47,24-06-2025,98703,Average,Laptop,3,1932,08-07-2024
1085,Tiffany Fisher,Finance,Male,India,48,12-02-2020,149567,Good,Camera,1,943,19-03-2025
1086,Brittney Marshall,HR,Male,UK,43,23-08-2016,31112,Good,Headphones,14,1830,18-09-2024
1087,Craig Davis,Marketing,Female,Canada,37,02-09-2017,119613,Excellent,Mobile,5,1096,09-04-2024
1088,Carla Spence,IT,Female,UK,55,30-05-2022,73499,Poor,Mobile,5,1830,26-03-2025
1089,Kevin Taylor,Marketing,Female,India,34,18-10-2019,135149,Average,Mobile,7,1326,30-05-2024
1090,Adrian Jackson,Finance,Male,India,58,23-08-2016,81043,Good,Camera,7,470,04-06-2024
1091,Morgan Haynes,Sales,Male,Canada,58,07-10-2024,142759,Excellent,Laptop,5,191,27-06-2025
1092,Christine Rodriguez,HR,Male,Canada,32,22-08-2016,106310,Good,Laptop,6,183,12-01-2024
1093,Peter Guerra,HR,Female,USA,35,04-09-2016,31078,Excellent,Laptop,9,1294,16-08-2024
1094,Shawna Garcia,Finance,Male,USA,60,16-11-2023,37170,Good,Headphones,3,836,25-03-2025
1095,Scott Hall,Sales,Male,Canada,33,03-09-2021,32033,Excellent,Laptop,9,411,10-06-2024
1096,Darin Knapp,Marketing,Female,India,41,02-03-2020,91567,Poor,Mobile,2,1178,19-09-2024
1097,Victoria Gonzales,Marketing,Female,Germany,38,29-10-2015,109428,Excellent,Tablet,13,1778,28-07-2025
1098,Gregory Murphy,Finance,Female,USA,26,31-07-2020,100304,Average,Mobile,3,960,12-06-2024
1099,Ruth Foster,Marketing,Male,Canada,49,27-06-2017,144206,Poor,Headphones,7,1613,05-11-2023
1100,Sarah Robbins,Sales,Male,Canada,47,17-08-2023,145497,Good,Camera,9,565,16-06-2025
1101,Dustin Crosby,Sales,Female,Germany,26,04-06-2025,80212,Poor,Tablet,4,424,18-05-2025
1102,Rebecca King,Sales,Male,Germany,49,22-09-2022,117374,Average,Camera,7,1456,09-04-2024
1103,Nicholas Johnson,Finance,Female,Germany,28,28-07-2016,77551,Excellent,Headphones,14,1534,25-10-2023
1104,Joshua Archer,HR,Female,UK,37,25-05-2019,37991,Poor,Headphones,10,911,22-10-2023
1105,Mr. Jack Armstrong III,Sales,Male,USA,52,01-03-2020,106392,Good,Headphones,3,1977,16-10-2023
1106,Patrick Goodman,IT,Male,India,57,22-04-2021,91039,Average,Camera,12,1706,16-08-2025
1107,Robert Smith,Finance,Female,Germany,30,04-10-2021,39313,Poor,Camera,4,470,12-01-2024
1108,Bethany Mcclure,HR,Female,India,60,24-03-2021,131910,Good,Camera,12,1423,07-12-2023
1109,Bryan Hart,Marketing,Male,India,24,19-12-2021,114515,Good,Camera,5,1829,16-09-2024
1110,Kelly Johnson,Finance,Male,Germany,39,05-07-2021,60026,Excellent,Laptop,11,1501,01-03-2025
1111,James Roberts,HR,Female,Canada,42,23-02-2023,114769,Poor,Mobile,10,478,02-04-2024
1112,Martin Decker,Sales,Female,USA,49,30-06-2017,120898,Poor,Mobile,6,65,17-12-2024
1113,Carly Hunt,Marketing,Female,Germany,24,15-11-2015,122174,Good,Headphones,15,1441,17-06-2024
1114,Patrick Hernandez,Sales,Male,Germany,26,01-09-2016,72407,Excellent,Laptop,5,111,30-06-2025
1115,David Adams,Marketing,Female,Germany,41,23-09-2018,31029,Poor,Tablet,15,1129,04-05-2025
1116,James Fields,HR,Female,USA,39,08-10-2016,65472,Poor,Tablet,14,425,25-05-2024
1117,Frank Gutierrez,IT,Female,USA,49,17-01-2025,54056,Good,Camera,7,1402,17-04-2025
1118,James Nunez,Finance,Male,UK,47,28-04-2018,105343,Good,Headphones,6,1744,16-12-2024
1119,James Moss,HR,Female,USA,35,07-02-2024,139722,Poor,Tablet,14,1961,07-05-2024
1120,Sarah Giles,HR,Female,USA,32,02-11-2015,143597,Average,Laptop,7,1448,13-06-2024
1121,David Richardson,IT,Female,India,42,06-10-2021,54481,Excellent,Camera,4,1170,18-09-2025
1122,Lucas Woods,Sales,Female,Canada,59,17-05-2023,69767,Average,Laptop,4,1107,14-07-2024
1123,Derek Lopez,Sales,Male,Canada,25,02-06-2019,113963,Average,Headphones,4,1287,09-02-2025
1124,Annette Savage,Marketing,Female,Germany,21,21-04-2024,131805,Poor,Camera,6,1397,26-01-2025
1125,Rebecca Quinn,Marketing,Female,USA,30,21-08-2016,114844,Good,Headphones,13,355,25-02-2024
1126,Douglas Glass,HR,Male,USA,54,13-12-2015,43869,Excellent,Tablet,9,1590,25-01-2025
1127,Rebecca Sanchez,HR,Male,Germany,54,21-12-2020,138485,Good,Laptop,2,1506,12-05-2025
1128,Cindy Mclean,HR,Female,Germany,39,09-07-2016,132247,Average,Headphones,2,1647,16-03-2024
1129,Brian Williams PhD,Sales,Female,UK,25,17-01-2018,79784,Good,Headphones,15,710,25-02-2024
1130,James Payne,Finance,Female,India,24,16-09-2024,145178,Excellent,Mobile,12,1578,21-02-2025
1131,Ann Brown,HR,Male,Canada,51,28-12-2020,100555,Average,Mobile,3,1304,22-12-2024
1132,Chad Green,Finance,Male,Germany,53,10-04-2017,94028,Poor,Mobile,7,1965,03-01-2025
1133,Robert Howard,HR,Female,Germany,44,27-05-2023,44149,Good,Camera,3,1181,22-09-2023
1134,Brooke Hartman DVM,Finance,Female,India,44,21-11-2019,136528,Average,Laptop,4,273,05-10-2024
1135,Rachel Montgomery,IT,Female,Germany,22,14-11-2021,98729,Excellent,Tablet,13,321,31-07-2024
1136,Randall Jackson MD,Finance,Female,India,49,24-10-2017,35506,Average,Mobile,15,1188,09-02-2025
1137,Linda Mclaughlin,Marketing,Female,UK,27,29-12-2024,95089,Average,Tablet,9,966,09-08-2025
1138,Marc Jones,HR,Male,India,46,13-08-2021,97160,Excellent,Laptop,3,1428,27-10-2024
1139,Nathan Steele,IT,Male,USA,41,24-12-2018,50223,Average,Camera,5,1581,10-05-2025
1140,Christina Perry,Finance,Female,Canada,31,22-11-2023,62064,Good,Laptop,14,1081,15-03-2024
1141,Alicia Martinez,Marketing,Female,UK,51,27-03-2025,100762,Average,Camera,9,715,25-11-2023
1142,Jennifer Sanders,Marketing,Female,Germany,40,03-08-2016,102676,Poor,Headphones,5,93,02-10-2023
1143,Dr. Joshua Lambert,Finance,Female,Canada,43,27-01-2025,67731,Excellent,Camera,3,1718,18-12-2024
1144,Danny Patel,Marketing,Female,Germany,33,23-12-2016,130795,Poor,Headphones,4,1860,10-10-2024
1145,Laura Beck,HR,Male,USA,23,11-01-2022,126383,Poor,Tablet,8,982,21-11-2023
1146,Bobby Whitaker,Marketing,Female,Canada,25,16-09-2019,57664,Excellent,Mobile,7,677,18-12-2024
1147,Alisha Lee,Finance,Female,India,39,01-08-2019,106794,Poor,Mobile,13,1291,06-09-2024
1148,Brandon Smith,Finance,Male,Canada,44,12-03-2024,149212,Poor,Tablet,6,1988,30-07-2024
1149,Janice Rogers,Marketing,Female,USA,37,02-07-2019,31525,Good,Camera,15,1380,10-07-2025
1150,Wesley Jordan,Finance,Male,Germany,23,28-12-2024,91126,Average,Headphones,15,725,20-06-2025
1151,Shane Leon,Marketing,Male,India,40,19-05-2021,33505,Good,Tablet,13,1926,15-07-2024
1152,Bryan Duncan,Marketing,Male,UK,44,06-01-2022,112431,Average,Mobile,10,946,04-03-2025
1153,Melinda Brewer,Finance,Female,UK,38,23-02-2023,57111,Average,Headphones,6,309,23-12-2024
1154,Ashley Stone,IT,Female,India,40,07-10-2017,37751,Good,Tablet,2,1036,04-10-2024
1155,Melissa Potter,IT,Male,USA,59,28-08-2024,41612,Excellent,Camera,6,1052,23-05-2025
1156,Mark Mahoney,Sales,Male,USA,24,22-09-2024,94899,Poor,Tablet,14,649,30-05-2024
1157,Kent Taylor,Marketing,Female,Canada,37,06-10-2020,37989,Good,Mobile,8,768,01-12-2023
1158,Julia Matthews,IT,Female,Germany,42,19-09-2020,66207,Excellent,Mobile,6,1533,15-12-2023
1159,Carrie Reeves,IT,Male,India,52,28-08-2024,117153,Average,Headphones,11,866,20-04-2025
1160,Shawn Roy,Sales,Female,Canada,28,15-04-2016,127594,Poor,Laptop,15,1665,26-02-2024
1161,Matthew Singh,HR,Female,USA,40,23-06-2019,57085,Good,Tablet,12,328,20-05-2025
1162,Scott George,HR,Female,USA,41,10-03-2023,115117,Good,Mobile,13,1721,15-11-2023
1163,Paula Mccoy,HR,Female,Canada,40,24-10-2017,131893,Average,Camera,13,1860,02-07-2024
1164,Christopher Jenkins,IT,Female,Germany,29,22-05-2023,137170,Good,Laptop,10,1722,18-12-2024
1165,William Jones,IT,Female,UK,39,23-12-2018,49719,Average,Tablet,1,98,11-09-2024
1166,Judith Carr,Sales,Female,UK,43,02-08-2016,34429,Good,Headphones,5,240,15-01-2024
1167,Reginald Powers,Sales,Male,Germany,48,26-03-2020,102449,Poor,Headphones,4,419,23-12-2023
1168,Jeremy Moss,HR,Female,India,58,25-05-2020,45781,Poor,Mobile,8,1007,21-11-2024
1169,Michael Nolan,IT,Female,USA,29,03-01-2025,51459,Poor,Camera,1,151,16-11-2023
1170,William Monroe,IT,Male,India,29,29-11-2017,121076,Good,Camera,6,1623,17-04-2025
1171,Dana Ward,HR,Female,UK,43,24-02-2022,57279,Good,Tablet,12,1357,19-09-2024
1172,Dr. Timothy George,Marketing,Female,Canada,56,16-05-2022,105393,Excellent,Tablet,5,579,20-10-2024
1173,Alex Little,Sales,Male,USA,32,18-04-2019,110469,Poor,Tablet,7,1056,10-05-2024
1174,Justin Colon,Finance,Female,Canada,51,18-12-2024,134573,Good,Tablet,5,672,02-03-2024
1175,Cynthia Olsen,Finance,Male,India,42,21-06-2019,59066,Excellent,Mobile,9,1454,24-12-2024
1176,Martin Pearson,IT,Male,India,41,03-07-2023,92154,Poor,Laptop,9,702,02-08-2024
1177,Timothy Baker,Sales,Male,Germany,49,03-03-2019,68763,Good,Camera,15,672,12-05-2025
1178,Mark White,Marketing,Female,USA,58,19-06-2022,58315,Poor,Camera,11,1546,02-01-2024
1179,Nicholas Robinson,Marketing,Female,UK,29,30-01-2024,133776,Poor,Tablet,1,1028,19-06-2024
1180,Matthew Shepherd,Sales,Male,Canada,23,11-02-2016,33544,Average,Laptop,4,616,19-01-2025
1181,Amy Jimenez,IT,Female,India,52,14-08-2024,119868,Average,Tablet,10,1121,31-10-2024
1182,Tina Lynch,IT,Male,USA,32,06-07-2024,70946,Average,Camera,9,81,02-02-2024
1183,Edward Jackson,HR,Male,USA,28,10-07-2023,91965,Average,Tablet,5,1531,30-06-2024
1184,David Hodges,Marketing,Male,Canada,32,19-10-2021,133362,Good,Laptop,9,1264,03-11-2023
1185,Erica Osborn,HR,Male,USA,54,02-10-2017,148650,Excellent,Laptop,2,818,03-12-2023
1186,Mark Hansen,Marketing,Male,Germany,57,07-06-2025,132270,Excellent,Laptop,9,909,19-09-2024
1187,Sonya Hill,IT,Male,USA,40,28-02-2017,122608,Average,Headphones,15,708,05-05-2025
1188,Jacqueline Rice,IT,Female,UK,47,02-02-2018,30024,Poor,Tablet,2,1567,31-03-2024
1189,Chelsea Clark,IT,Male,India,38,27-12-2016,79947,Poor,Tablet,15,141,06-08-2024
1190,Desiree Francis,Sales,Male,India,54,23-12-2020,55481,Excellent,Laptop,14,202,05-05-2025
1191,Jason Huynh,Sales,Female,USA,40,09-04-2016,44341,Excellent,Headphones,14,917,13-03-2025
1192,William Grant,Finance,Female,UK,48,02-09-2024,45973,Average,Headphones,8,228,22-05-2024
1193,Matthew Morris,Marketing,Female,Canada,51,06-09-2023,101203,Poor,Camera,8,964,15-12-2024
1194,Matthew Tran,IT,Male,Canada,34,05-08-2019,110175,Poor,Camera,6,765,07-06-2025
1195,Jennifer Chavez,Marketing,Male,UK,52,17-10-2015,67847,Good,Mobile,4,1559,06-08-2025
1196,Cynthia Obrien,Finance,Male,UK,52,13-04-2023,55857,Excellent,Laptop,2,1375,30-06-2024
1197,William Parks,HR,Male,India,34,04-06-2016,88986,Average,Headphones,13,1391,10-04-2025
1198,Robert Jenkins,HR,Male,Canada,23,06-01-2022,97497,Poor,Tablet,8,1175,31-03-2024
1199,Marcus Bradshaw,HR,Male,Germany,25,18-09-2024,43767,Poor,Tablet,2,798,18-05-2025
1200,Angela Neal,Finance,Female,UK,59,11-07-2025,112077,Average,Mobile,4,1920,25-03-2025
1201,Andrew Giles,Marketing,Male,Germany,31,06-12-2024,81741,Excellent,Headphones,8,1114,02-07-2024
1202,Michelle Oconnor,IT,Female,India,35,23-07-2023,57552,Poor,Tablet,15,1563,10-09-2025
1203,Chase Carter,HR,Male,Canada,40,20-10-2024,36741,Excellent,Laptop,1,315,29-10-2024
1204,Shelia Bruce,Marketing,Male,Canada,31,05-07-2024,48227,Average,Tablet,2,347,21-09-2024
1205,Thomas Smith,Finance,Female,USA,43,28-12-2024,30954,Average,Laptop,2,728,07-12-2023
1206,Brandon Wilson,HR,Female,USA,43,08-03-2019,89163,Poor,Headphones,9,1846,07-09-2024
1207,William Gentry,Marketing,Male,USA,25,05-03-2018,41385,Excellent,Mobile,6,606,07-11-2023
1208,Joy Johnson,Marketing,Male,USA,52,18-07-2024,45703,Excellent,Tablet,7,186,02-02-2024
1209,Ashley Monroe,Finance,Male,Germany,47,06-07-2016,146321,Excellent,Laptop,5,1381,07-05-2024
1210,Patrick Trevino,Finance,Female,Canada,24,24-06-2018,64971,Good,Mobile,7,435,16-06-2024
1211,Michelle Armstrong,HR,Male,Canada,32,03-03-2021,72200,Average,Camera,8,702,18-10-2024
1212,Amy Jenkins,IT,Male,UK,47,15-08-2016,112577,Good,Tablet,11,423,29-08-2024
1213,Rhonda Francis,IT,Female,USA,41,25-01-2023,57441,Good,Laptop,5,1069,24-02-2025
1214,Jessica Hendrix,Finance,Female,UK,50,10-04-2021,145632,Average,Mobile,11,1738,09-10-2024
1215,Aaron Fernandez,HR,Male,USA,30,30-09-2018,42427,Average,Headphones,14,1228,11-07-2024
1216,Ashley Ortega,HR,Male,UK,59,05-12-2019,59203,Good,Tablet,7,518,29-09-2023
1217,Tammy Morgan,HR,Male,Canada,41,06-05-2023,129562,Poor,Headphones,9,1567,02-07-2024
1218,Phillip Graham,IT,Male,Canada,26,09-02-2022,82399,Average,Laptop,14,527,12-03-2025
1219,Cody Beard,Finance,Female,Canada,21,30-03-2023,128670,Excellent,Tablet,12,1752,12-10-2024
1220,Ryan Allen,Marketing,Male,USA,27,19-11-2021,82904,Average,Tablet,12,644,03-07-2025
1221,Daniel Myers,Marketing,Male,Canada,31,18-03-2024,114588,Poor,Tablet,3,1913,26-05-2024
1222,Christopher Cain,Finance,Male,Germany,31,29-05-2021,36943,Excellent,Tablet,4,638,22-08-2024
1223,Joseph Oneal,Marketing,Female,Germany,60,29-07-2024,34924,Average,Tablet,13,1443,18-11-2023
1224,Diana Carter,Finance,Female,UK,45,18-01-2023,77704,Excellent,Tablet,6,887,10-06-2024
1225,Pam Rogers,Marketing,Male,Germany,46,02-06-2021,100247,Excellent,Laptop,8,1449,05-09-2024
1226,Mary Taylor,Sales,Male,India,27,23-11-2023,108050,Poor,Camera,7,1623,16-05-2025
1227,Mary Smith,Finance,Male,Germany,35,09-04-2016,82138,Poor,Mobile,13,1943,19-05-2024
1228,Gabriel Bruce,Marketing,Male,Germany,35,04-03-2016,79088,Excellent,Mobile,7,591,15-04-2024
1229,Nathan Fox,Finance,Female,UK,25,16-09-2020,88410,Average,Headphones,11,971,15-06-2024
1230,Steven Hardy,Finance,Female,India,52,08-07-2018,52546,Average,Camera,5,938,27-04-2024
1231,Wesley Foster,Sales,Female,Germany,54,24-10-2015,83783,Excellent,Tablet,6,279,03-10-2023
1232,Neil Carr,IT,Female,Canada,31,17-11-2015,108448,Excellent,Tablet,3,1904,16-04-2024
1233,Elizabeth Lawrence,IT,Male,UK,26,24-04-2020,54756,Poor,Headphones,5,1079,17-07-2025
1234,Tammy Wallace,Marketing,Female,Germany,22,12-08-2023,75230,Average,Camera,12,483,14-11-2023
1235,Cindy Carlson,Sales,Female,USA,22,29-07-2023,45948,Average,Tablet,9,1453,15-04-2024
1236,David Schneider,HR,Female,UK,26,19-01-2017,37497,Excellent,Headphones,12,290,28-09-2024
1237,Patrick Lewis,Finance,Male,Germany,60,22-04-2020,70278,Poor,Mobile,12,55,03-09-2024
1238,Miguel Moore,Finance,Female,USA,26,09-02-2021,55112,Good,Mobile,5,973,31-12-2023
1239,Michael Allen,Sales,Female,Germany,38,15-09-2017,50812,Excellent,Camera,14,1778,06-05-2024
1240,Emily Thompson,HR,Male,India,55,10-11-2024,79638,Poor,Mobile,2,916,09-06-2024
1241,Angela Holder,Finance,Male,UK,58,01-02-2019,81406,Poor,Tablet,13,648,04-12-2024
1242,Dawn Martinez,HR,Male,USA,24,02-10-2020,126410,Good,Mobile,15,1882,10-10-2024
1243,Nicole Salazar,IT,Male,USA,36,07-06-2019,63232,Poor,Headphones,7,659,27-04-2024
1244,Priscilla Carroll,HR,Female,Germany,42,11-12-2016,86278,Good,Headphones,11,1986,27-11-2023
1245,Adam Fisher,Sales,Male,USA,52,05-11-2022,44748,Average,Tablet,4,1809,02-10-2024
1246,Ryan Hunt,Sales,Female,USA,37,31-12-2019,61420,Average,Laptop,15,377,17-03-2025
1247,Jessica Palmer,HR,Female,USA,42,20-05-2025,71769,Excellent,Laptop,15,1825,01-01-2024
1248,Jeffrey Castro,HR,Female,UK,27,01-06-2024,59116,Good,Mobile,1,582,02-03-2024
1249,Wesley Davis,Sales,Female,USA,44,29-10-2015,55926,Excellent,Laptop,15,1195,29-12-2024
1250,Phillip Gray,Sales,Male,India,41,10-12-2021,64498,Poor,Tablet,4,434,20-08-2025
1251,Ronald Harris,IT,Female,Germany,34,27-11-2017,80001,Average,Camera,1,1068,25-07-2025
1252,Jessica Daugherty,Sales,Male,India,24,22-08-2019,132748,Excellent,Headphones,10,631,21-09-2023
1253,Elizabeth Watson,Marketing,Male,Germany,37,10-09-2024,47926,Good,Camera,1,193,29-01-2024
1254,Dennis Mack,HR,Female,India,39,29-03-2016,56354,Average,Headphones,10,1404,03-05-2024
1255,Larry Daniel MD,Marketing,Male,Canada,42,19-01-2023,55767,Average,Camera,6,1566,19-11-2023
1256,Jason Carlson,Marketing,Female,USA,21,05-10-2016,136022,Excellent,Headphones,15,1729,05-09-2024
1257,Timothy Sullivan,IT,Male,USA,24,19-11-2024,108578,Average,Camera,5,819,23-08-2024
1258,Evan Lambert,HR,Female,Canada,42,08-06-2018,100985,Excellent,Mobile,9,852,17-04-2024
1259,Derrick Mcdowell,Marketing,Male,India,31,14-07-2024,121886,Average,Headphones,10,1955,10-07-2025
